Course Title,Level,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Price,Course Picture Url
Creating a Healthy Culture: Addressing Workplace Bullying,Intermediate level,Identify different forms of bullying and harassment in the workplace and understand their factors.Equip learners with strategies to foster a positive workplace culture.Assist managers and supervisors in recognizing the critical significance of proactively preventing and addressing workplace bullying and harassment.Recognize and report workplace bullying and harassment incidents.,"conflict resolution, Empathy and Perspective-Taking, Effective Communication, Enhanced Interpersonal Skills, Advocacy",Creating a Healthy Culture: Addressing Workplace Bullying ,Samuel J. Cooper,The Hong Kong University of Science and Technology,Personal Development,https://www.coursera.org/learn/creating-a-healthy-culture-addressing-workplace-bullying,2,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8f/a70b5ee0894ec0a42fe5826b4294ba/Logo-image-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Creative Design, Prototyping, and Testing",Beginner level,"Translate product ideas into tangible assetsCreate wireframes, 3D renderings, and prototypesDevelop the minimum viable product (MVP)Test assumptions and validate customer interests","Product Management, product design, Prototyping, Product Development, User Experience (UX)","Introduction to Creative Design, Prototyping, and Testing, Development Processes and Organizations, Concept Generation and Selection, Product Design and Architecture, Principles of Prototyping and User Experience, Wireframing and Prototyping Models, Robust Design Considerations, Testing and Troubleshooting, Project Management, Final Thoughts","Jacob Pritt, Achyuta Adhvaryu, Jenny Young, Natasha Sarin, Mary-Hunter McDonnell",The Hong Kong University of Science and Technology,Personal Development,https://www.coursera.org/learn/creative-design-prototyping-testing,11,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/91/5723bb15924c0bb46dcedb803b1c42/shutterstock_741647569_Data-Science.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Getting Started with Leadership,Advanced level,"To understand what leadership is, how to navigate the context they lead within, and how to manage their time as a leader.To identify current key stakeholders and their relative importanceThe difference between managing and leading and how these conflate in today's professional environmentThe essence of credibility","Stakeholder Management, Time management, Organizational Structure, Leadership And Management, Influencing","Introduction to Leadership, Making Sense of Organisations, Making Sense of Stakeholders, Making Sense of Leadership and Management","Chris Koehler, Yaakov Chaikin, Matthew A. Koschmann, Theodore Henry King CLARK",Vanderbilt University,Personal Development,https://www.coursera.org/learn/getting-started-making-sense-of-you-and-your-world-of-work,24,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c8/c7dfabcfaf4aa6b8d0c2ab3aa65bdd/Course-1-2-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
DeepLearning.AI TensorFlow Developer Professional Certificate,Intermediate level,"Best practices for TensorFlow, a popular open-source machine learning framework to train a neural network for a computer vision applications.Handle real-world image data and explore strategies to prevent overfitting, including augmentation and dropout.Build natural language processing systems using TensorFlow.Apply RNNs, GRUs, and LSTMs as you train them using text repositories.","Computer Vision, Convolutional Neural Network, Machine Learning, Natural Language Processing","Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning, Convolutional Neural Networks in TensorFlow, Natural Language Processing in TensorFlow, Sequences, Time Series and Prediction","Cade Massey, Derek Newberry, Senthil Veeraraghavan, Matthew A. Koschmann, Chris Koehler",Vanderbilt University,DataScience,https://www.coursera.org/professional-certificates/tensorflow-in-practice,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ab/8699caa15e413a812e1257b6027f07/Specialization-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Getting Started with Microsoft Word,Beginner level,"Create and save a document in MS Word.Develop a flyer with text that includes bullets, an image and a table using MS Word.Demonstrate basic MS Word text formatting skills.","Text Editing, Tables, word processing, format text, Microsoft Word",Learn step-by-step,"Alan Barstow, Professor William Kuskin, Dr. Quentin McAndrew",Johns Hopkins University,Personal Development,https://www.coursera.org/projects/getting-started-microsoft-word,1,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3a/a0619f530c4f11b1a2eeb5ad2c062f/logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Cannabis, Mental Health, and Brain Disorders",Beginner level,"Learn how cannabis may influence four different anxiety disorders (panic disorder, generalized anxiety disorder, social anxiety disorder, PTSD).Learn the research on cannabis for major depression and schizophrenia. Learn the research on cannabis for multiple sclerosis, epilepsy, and traumatic brain injury. Learn the research on cannabis for Alzheimer's and Parkinson's Disease.","Psychology, Pharmacology, Public Health, Personal Development","Anxiety Disorders and Cannabis, Mood Disorders, Psychosis, and Cannabis, Neurocognitive/Brain Disorders Part I, Neurocognitive/Brain Disorders Part II","Colleen van Lent, Stephen R. Lawrence, Daryl Maeda",Arizona State University,Personal Development,https://www.coursera.org/learn/mentalhealth-cannabis-cbd-thc,14,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/89/58d43d897248b89d12c027435eed08/Coursera.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
"Algorithms for Searching, Sorting, and Indexing",Intermediate level,"Explain fundamental concepts for algorithmic searching and sortingDescribe heap data structures and analyze heap components, such as arrays and priority queuesDesign basic algorithms to implement sorting, selection, and hash functions in heap data structures","Algorithm Design, Python Programming, Data Structure Design, Hashtables, Analysis of Algorithms","Basics of Algorithms Through Searching and Sorting, Heaps and Hashtable Data Structures, Randomization: Quicksort, Quickselect, and Hashtables, Applications of Hashtables","James Pawelski, Sarah Light, Greg Miller",Arizona State University,Computer Science,https://www.coursera.org/learn/algorithms-searching-sorting-indexing,35,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1c/4e18fbce6e4218a17dac1bd39de9be/314785.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Biology: Ecology,Beginner level,How interdependent every living thing is; how people are impacting the natural world,"Recording observations, Ecosystem Model, Identifying species, Communicating scientific ideas, Concept mapping and visualization","Welcome to Introduction to Biology - Ecology, Module 1: What is Ecology?, Module 2: Community Ecology, Module 3: Island Biogeography, Module 4: Species Interactions, Module 5: Population Ecology, Module 6: Conservation Biology, Module 7: The Future of the Biosphere, Final Assessment and Course Summary","Peter Cappelli, Santiago Gallino, Kin Tang, Bob Higgins, Daniel Walkes",Columbia University,Physical Science and Engineering,https://www.coursera.org/learn/introduction-to-biology-ecology,19,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d6/328977cb0343b8bcbc40c62632c9e3/Ecology-Course-Photo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Imagemaking,Beginner level,Make informed design choices using image-based researchCreate ranges of representation using imagesCompose spreads for your own bookDesign a book with your own images,"Adobe Indesign, Art, Creativity, Graphics","Week 1: Image-based Research, Week 2: Making Images, Week 3: Composition is Relational, Week 4: Designing a Book with Your Images","Christian Terwiesch, Matthew Bengtson",University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/image-making,11,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/77/88b9b0a39211e59ef34380216d0be9/04.IMAGE_1200-x-1200_logo_2.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Ethics in Engineering,Beginner level,Key factors that led to historical cases of engineering failures The causes and outcomes of these classic engineering failuresA working knowledge of the ethical foundations of engineering ,"Engineering, Ethics","Week 1, Week 2, Week 3, Week 4","Cynthia Dahl, Mauro Guillen",Columbia University,Physical Science and Engineering,https://www.coursera.org/learn/ethics-in-engineering,13,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/40/d1dd59be0b42b69a654a0be5979e44/Ethics-in-Engineering-Course-image.jpeg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Introduction to Cyber Security Specialization,Beginner level,Summarize the main purpose of cyber security as a disciplineSummarize the basics of identification and authentication in cyber securityExplain the pros and cons of security through obscurityDevelop a lifelong learning plan for potential careers in cyber security,"Cybersecurity, Cryptography, Risk Assessment, Cyber Defense, Cyber Attacks","Introduction to Cyber Attacks, Cyber Attack Countermeasures, Real-Time Cyber Threat Detection and Mitigation, Enterprise and Infrastructure Security","Jem Corcoran, Christy Bozic, Dik Lun LEE",University of Glasgow,DataScience,https://www.coursera.org/specializations/intro-cyber-security,80,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/aa/69d17c66aa42848a99fa8deb903c93/NYU-intro-to-cybersecurity-2-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Using Machine Learning in Trading and Finance,Intermediate level,Design basic quantitative trading strategies Use Keras and Tensorflow to build machine learning modelsBuild a pair trading strategy prediction model and back test it.Build a momentum-based trading model and back test it.,"Algorithmic Trading, Python Programming, Machine Learning","Introduction to Quantitative Trading and TensorFlow, Introduction to TensorFlow \t, Training neural networks with Tensorflow 2 and Keras, Build a Momentum-based Trading System, Build a Pair Trading Strategy Prediction Model","Roger D. Peng, M.S. Krishnan",Vanderbilt University,Computer Science,https://www.coursera.org/learn/machine-learning-trading-finance,18,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a6/656fccecc94a4185da932434e2a565/AI_for_Finance_C3_Machine_Learning_in_Trading_Finance_Coursera_Logo-1-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
Information Technology (IT) Fundamentals for Everyone,Beginner level,"Define operating systems, computer components, programming concepts, databases, and explain the differences between commercial and open software  Summarize the importance of computer networks, including wired and wireless connections; explore network resources and storage types in MS Windows  Describe how to protect against security threats, address public browsing security concerns, and list password management best practices  List the benefits of cloud computing, describe the cloud infrastructure layer, virtual machines, and summarize features of ticketing systems","Project Management, Information Technology, Cloud Computing, security, Operating Systems","Introduction to Hardware and Operating Systems, Introduction to Software, Programming, and Databases, Introduction to Networking and Storage, Introduction to Cybersecurity Essentials, Introduction to Cloud Computing, Final Assessment and (Bonus) IT Support and Operations","Alan Barstow, Amol S. Navathe",Johns Hopkins University,Social Sciences,https://www.coursera.org/learn/information-technology-it-fundamentals-for-everyone,18,0,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/04/dbdd9ee73e4ab6bc41d9ebe9dab780/Information-Technology-IT-Fundamentals-for-Everyone.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=204&fit=crop&q=50
